0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205
8450,m,1,"[1,-1,1,-28255,-653753]",0,4,1,0,0,0,0,0,-2,8,4,-2,4,6,-10,0,8,-6,-8,-2,4,12,10,-8,12,-10,-14,6,4,0,2,14,20,4,-6,4,-6,20,18,20,16,18,4,22,0,18,-26,24,4,-8,20,10,6,-20,-2,-28,-2,28,-18,28,-22,22,-16,6,28,0,6,-2,8,-18,-32,-14,-30,-4,12,-6,0,8,6,-18,30,-26,-36,26,-12,-34,-24,-24,-18,-38,-14,-16,16,4,-8,20,-8,-20,18,26,8,2,40,14,-24,10,-28,2,-20,2,32,26,-36,38,26,24,-12,-30,28,28,-46,-36,-22,14,-22,28,-32,-34,10,16,28,-34,0,16,-40,-22,6,14,-26,-4,34,26,-24,42,4,36,-34,-4,22,6,-28,40,14,2,8,-44,-8,48,32,14,-26,-30,-4,-26,24,-4,18,-24,32,-22,30,-6,32,2,0,-22,32,-6,-64,10,4,-18,-8,-36,10,-6,-48,22,-14,-52,-10,-4,30,36,-12,18,64,38,46,2,2,-36
2090,l,2,"[1,0,0,-431,-3479]",1,2,1,-2,-1,2,-1,-2,0,1,-4,2,-8,-8,6,6,-8,4,-4,-6,-2,-12,-16,16,-6,6,-12,-10,-18,4,-14,4,-20,20,2,20,6,-16,-2,16,-8,-10,0,-26,-16,2,-8,16,12,2,0,-6,24,24,26,12,-28,6,14,28,8,18,18,18,12,24,-30,4,-8,-6,-6,-14,-26,36,-32,6,-8,-14,-26,6,10,-10,28,10,0,-20,16,-4,34,16,30,36,40,12,2,8,-4,-38,10,-38,-20,-10,0,-4,-28,-38,-28,-10,-24,-36,-12,-10,-8,28,18,-20,16,-10,12,8,-14,12,-14,30,-14,6,-20,18,-6,-24,-52,-24,48,24,8,50,-30,14,-32,4,-24,-18,44,10,28,32,-10,-8,8,-10,4,-30,6,-18,-16,-12,18,-36,60,18,-28,14,24,34,26,-36,-32,50,4,12,-38,50,-20,-50,-20,16,-32,54,-48,26,-28,-26,32,-60,-4,18,-20,42,-26,-34,-38,12,16,-6,0,18,-54,56,-10,-26,0,34
5390,p,1,"[1,1,0,-44762,-3679276]",1,2,-1,2,1,0,-1,-2,6,-2,-6,0,-8,-4,-12,-4,-12,0,0,-2,8,12,-2,14,-12,-6,-8,6,16,12,-16,-6,8,18,-6,-14,0,14,-14,8,0,18,-12,-2,-24,2,6,16,-4,-8,-24,10,6,18,-20,0,-24,24,18,-20,-22,6,16,6,4,-24,-8,-12,-28,14,12,-14,24,30,-8,14,-28,24,-6,-38,30,4,0,-10,30,4,28,24,-18,-10,18,-22,6,-24,2,-36,-4,0,-18,-30,-44,20,-28,6,24,-6,32,-8,30,-18,-12,-32,40,14,-18,16,-40,-30,34,24,24,0,22,-10,42,36,-20,12,-22,0,-20,-14,-4,0,-4,-16,12,40,-42,16,42,30,-38,12,50,12,-38,-48,10,-42,16,18,-10,30,20,-48,20,-36,-34,-54,-38,-18,-12,-30,8,48,42,0,32,-38,14,-6,0,-50,-30,-10,16,-18,-28,30,-32,-2,62,-30,-16,-30,54,-54,-34,10,-46,-48,-20,-12,-4,6,12,60,14,56,66,-48
8550,h,3,"[1,-1,0,-52596792,-113348600384]",0,2,-1,0,0,-4,0,-2,-2,-5,0,-10,0,-2,-2,4,0,-6,-8,6,-12,0,14,0,-12,-10,-2,14,20,4,-2,-2,-4,0,-18,12,6,-16,22,-12,-16,-14,16,-10,-8,22,10,-8,20,12,20,22,6,-8,2,-24,14,32,-10,0,22,6,-4,26,-4,32,14,18,-12,-26,-28,-10,-18,8,-28,22,28,0,6,30,-18,26,16,-34,-32,38,0,4,-34,6,30,-36,-28,24,12,-24,12,8,22,-10,-36,22,-20,18,36,38,20,-34,-20,6,40,10,-12,6,38,12,0,22,-28,-24,18,-40,22,38,-6,-44,-20,6,6,16,4,-34,-20,24,16,38,30,34,10,4,-30,-26,-4,46,36,-4,14,8,6,14,-4,24,-50,-42,4,-48,20,32,16,-26,38,-18,12,-26,28,-16,22,-8,24,-34,2,-22,-40,22,24,-2,32,30,60,-42,-4,46,-20,8,-50,6,-32,6,46,-12,26,8,22,20,68,30,36,-42,50,-26,38,8
6994,b,4,"[1,-1,0,-398,-50204]",1,4,-1,0,-2,0,-4,1,2,4,0,-2,8,6,-6,4,0,6,4,-2,4,16,-14,16,-12,-6,2,-10,0,0,10,10,-8,-12,-2,0,-2,-16,-2,-4,0,-18,0,14,-24,-2,-22,16,-20,16,-12,10,10,-16,6,0,-6,0,1,8,-26,-10,-20,30,-28,12,-22,-6,20,-14,28,14,18,24,12,-10,20,0,-26,-22,14,-34,4,14,-40,-14,-8,-16,-6,-14,18,24,16,8,32,-20,-12,12,-14,-30,-16,18,20,-30,-44,-14,0,-2,12,34,-40,18,-44,-22,18,-44,8,2,4,-4,14,-36,2,-30,-18,-20,-12,22,10,-36,24,2,36,-24,-40,30,30,26,54,-4,6,18,36,-10,24,4,-50,-40,-30,18,44,32,38,-38,-16,-48,52,20,-52,6,10,42,-4,-30,8,12,-46,-48,-20,-42,2,-42,-4,-10,-24,2,-40,26,12,42,-16,14,-32,16,-50,-54,32,62,30,-4,10,-48,26,-12,-16,-34,48,58,-38,38,-42,-20
1899,c,1,"[1,-1,0,-153,1732]",0,1,1,0,3,2,-5,-3,4,7,6,10,6,-11,6,5,-3,-6,4,12,-8,13,-2,-7,0,0,-8,17,-13,-11,-6,9,-14,-22,9,5,14,-9,-8,20,-12,13,11,20,-20,-7,20,-7,-1,-10,-12,8,-12,6,1,-4,-7,-4,-15,2,1,33,-26,-2,3,-32,-4,12,-29,9,-3,10,6,-8,10,-2,2,-21,-15,-6,-38,-24,17,24,-7,-30,-14,13,14,38,30,-18,-28,-26,0,37,32,39,-25,-9,29,-9,20,6,0,18,30,-46,6,7,-24,11,-16,44,-6,12,20,0,18,-17,-26,12,14,-12,27,-30,-1,-36,25,-16,26,-13,-38,-50,-26,-34,-12,-13,-32,12,24,38,43,35,-22,-3,-45,-40,-22,11,-18,11,-56,15,2,16,28,6,-46,26,-22,-32,-9,39,1,0,-12,24,10,8,30,-14,-16,-16,-22,-5,-24,-8,-36,33,50,18,18,25,-22,-28,54,10,11,18,-50,11,20,6,-28,-27,-46,14,20,44,-42,2
5565,d,4,"[1,1,1,-107380,19109942]",0,4,-1,-1,1,1,-4,-2,2,-4,0,-2,-8,6,-6,12,0,1,-4,-2,-4,16,-6,8,12,-6,-14,6,0,-4,-2,-14,8,4,-6,4,-10,16,-2,4,0,14,-4,-10,24,-14,6,8,4,0,20,6,-6,-8,-14,4,18,-16,-18,16,-10,26,4,22,-28,8,-22,30,12,34,28,-2,-14,0,32,22,20,24,-10,14,18,26,12,-10,32,34,8,36,2,26,14,-24,-12,24,-8,36,-20,0,-2,42,-36,-2,-28,-18,28,26,4,-14,-20,-30,24,10,-16,-26,-38,-4,-16,34,4,-24,14,12,22,2,6,28,-4,46,22,-24,-8,14,-36,-40,32,-10,42,-14,38,-20,-34,10,28,6,8,4,-34,24,22,-22,-4,16,14,-30,-36,-32,44,48,0,2,-6,-18,36,-6,-40,12,34,24,-16,22,-46,6,-12,30,-24,-38,40,26,28,-26,-16,-18,-56,12,38,26,-48,54,62,-44,-22,-32,18,36,12,-34,60,-38,-14,30,-46,8
7104,bb,1,"[0,1,0,95,23519]",0,1,0,1,-4,1,-1,3,3,-5,-5,-4,10,1,-6,4,-2,11,-12,-10,14,0,-11,10,-9,11,10,-6,2,-3,9,14,3,22,20,-14,10,-5,0,9,17,13,4,16,-9,18,-7,-16,0,0,16,8,10,0,28,-6,27,-18,-27,-8,5,-9,21,-21,32,16,-14,18,28,5,18,30,-26,-6,-15,28,-20,21,6,32,19,10,5,6,-15,-25,14,36,2,28,14,22,-34,-15,2,-29,-15,0,15,2,-16,-1,17,30,-24,-3,-4,-34,28,28,-42,-9,-14,10,-28,26,-44,-12,-41,11,20,16,-5,37,-15,-22,20,40,19,8,-20,-14,-38,-8,-8,-15,6,-4,33,38,-4,19,-32,-33,-9,-14,-19,4,55,-3,-23,22,14,-36,-11,-6,-11,-40,-46,30,22,-50,-26,8,12,-60,27,14,-20,9,-30,-12,4,10,0,-3,47,42,-48,35,40,20,-12,-40,27,-2,2,21,-14,11,-2,-48,-22,8,7,5,-12,-16,28,-62,-10,49
5658,h,1,"[1,0,0,-23,69]",0,2,1,1,0,2,4,-2,0,4,1,-2,0,8,-1,6,-4,10,8,-4,8,0,-10,-6,6,-12,4,-6,8,-2,10,-18,-16,12,-12,8,-6,8,-14,4,16,22,4,6,2,-26,-10,18,-20,-8,28,14,-26,28,18,26,6,-6,-18,-8,-14,-8,14,14,0,-12,-32,18,-4,-6,-12,-14,14,8,24,-4,-6,-14,-24,14,14,10,-30,6,28,-18,4,32,30,-32,30,-20,-34,2,8,0,-20,-14,-38,-12,-2,-30,28,-18,-12,-18,-40,38,-20,6,8,-10,-32,-48,22,-14,-4,-40,-16,-24,30,-16,-40,2,-16,-36,-44,40,-18,48,6,32,40,-44,-2,6,-2,-50,22,22,44,-46,-4,-6,-40,40,-14,30,-10,-54,-4,0,-14,30,4,48,-10,-12,46,14,12,-12,20,26,4,-48,-4,-24,32,26,54,-10,-44,10,-54,-2,-44,-8,36,10,-46,50,-8,66,-50,-2,52,-24,6,-10,-58,52,2,36,-30,18,-10,-42,-40,-54,36,12
7340,a,1,"[0,0,0,7,17]",1,1,0,0,-1,-5,4,2,8,-8,-3,6,0,11,-7,0,-7,3,-4,-3,-3,8,-3,6,-5,-13,10,11,-10,4,12,14,-4,-2,-1,-10,-9,17,-20,-10,-12,-3,0,-19,-4,-16,-18,-21,17,12,-9,27,-28,-6,-4,7,-26,18,-30,29,-13,-5,-19,-20,-30,-26,-2,-32,18,2,-3,-16,-14,-12,1,-4,-38,4,6,23,-10,6,-19,36,24,-23,-13,-6,3,22,18,-14,-8,25,35,15,31,30,24,6,40,3,24,-18,0,10,-40,-17,-25,-6,36,5,-41,-20,-12,7,20,39,-8,30,18,-9,0,30,36,-42,4,-34,-10,-24,-8,-22,-34,12,38,-34,18,-30,-54,7,54,10,-10,-5,16,-22,-11,-9,-34,0,26,-11,-34,-36,4,36,-17,26,-44,-50,-12,43,-12,40,24,13,30,40,-18,38,-44,21,-36,31,15,-31,24,-10,-52,-42,9,20,-64,-11,-2,-58,33,47,46,-44,-9,-48,13,-39,-46,-2,30,-21,-26,57,-50,-12
650,i,1,"[1,1,1,-638,6031]",0,1,1,2,0,1,3,-1,-3,-4,6,-3,-1,-2,0,10,3,-3,-15,-13,13,0,10,-4,-15,6,4,9,-8,6,14,-18,16,-6,-18,2,12,11,-5,16,0,15,-24,-25,0,4,24,20,-22,4,-9,20,-6,-21,8,0,15,-18,21,23,22,24,-26,12,4,18,19,12,-4,13,6,32,-6,9,10,31,11,12,-30,-2,24,14,6,20,-12,22,8,6,-6,10,-36,-29,-30,27,-11,-30,-7,-24,-36,-6,4,-28,22,-12,36,21,8,-32,-33,-42,-42,5,-14,-44,6,44,20,3,4,-18,-21,-12,-10,-23,-6,-39,17,3,8,18,-44,22,-43,3,14,13,-24,-40,-24,7,33,6,-43,0,4,-15,17,-24,-26,6,-10,39,46,-39,28,12,-44,36,44,-6,13,30,-3,3,13,-30,30,9,50,-35,2,-57,-36,56,48,40,-22,27,29,-42,-2,-55,64,-12,-26,48,-9,-54,-47,-17,-34,51,-2,-27,-16,-18,12,63,-46,-47,42,-36
3952,c,1,"[0,0,0,-362249,-165197113]",0,1,0,0,2,2,2,-1,-7,-1,5,2,3,7,7,9,2,6,-3,11,3,16,2,4,6,-6,-11,11,8,-10,-1,-12,8,3,18,-3,-8,-19,15,-16,7,-10,14,20,-17,2,-6,3,-8,-20,8,-8,-3,8,7,-12,18,12,-8,28,-9,-27,-4,-1,-5,0,29,-34,-17,-36,24,-16,12,22,17,4,-36,21,7,2,-6,25,15,10,17,-14,-36,-28,-25,-18,20,4,-33,18,24,33,40,24,-27,6,28,-26,32,-36,30,36,-40,20,0,-26,-30,-26,-14,-26,-18,-24,-22,26,50,-20,-21,-26,-11,26,-46,-24,-8,5,4,27,-7,26,20,27,-52,23,18,-28,-33,-25,-34,45,-17,28,24,7,-30,-3,14,-12,-21,-21,-47,31,-41,48,-36,10,25,24,-23,10,42,0,2,48,57,-40,-38,-6,-2,18,-29,35,8,38,50,23,-42,-12,-38,-2,-60,-34,-4,-37,30,-42,8,41,-46,46,24,6,-48,17,-39,-32,28,-14,-48,3
9867,c,1,"[1,1,1,-204,1092]",2,2,-1,-1,-2,-4,-1,-1,-2,0,1,0,-4,8,6,-2,-6,-6,-10,-8,-2,-6,10,-10,-4,-14,-16,12,-4,-8,6,-14,-4,-18,18,-4,-14,-16,6,-16,12,-24,-16,-2,0,-18,-10,0,-12,-16,12,-20,0,-16,18,4,-2,32,26,-16,-10,-26,-18,-10,12,-12,-10,4,8,0,6,-30,8,24,12,-4,26,-4,-18,-2,-10,26,12,8,24,18,-20,-36,-24,-10,18,-4,36,0,8,-6,0,-32,0,10,6,-2,-28,30,0,-26,-14,30,18,-6,0,-18,-8,-6,18,-6,10,-2,26,32,-6,40,12,18,6,-30,4,6,-48,-28,8,10,-36,32,-20,-14,34,-6,14,-12,38,40,-12,18,-24,36,10,56,-10,-12,-28,-6,-18,6,-52,22,-32,-8,-30,8,-56,-18,-46,6,-8,-36,34,16,-8,-6,-10,-6,-44,50,-4,6,0,-26,-20,-24,-42,20,32,44,-22,-50,12,-58,58,10,-50,4,14,-8,-24,-20,-32,54,46,46,-54,18
6200,e,3,"[0,0,0,-2066675,-1143553250]",0,2,0,0,0,0,-4,-2,-6,4,-4,6,1,-2,10,-8,0,-2,-12,6,12,8,10,0,0,2,-10,6,8,12,14,-10,20,20,-6,4,-10,8,10,-4,-12,10,-12,-26,-8,-26,6,0,20,28,12,-2,-18,-8,10,-12,6,4,-18,8,14,26,20,-14,4,0,2,18,4,-22,-32,-34,10,24,28,34,4,-28,-26,2,18,26,-4,6,32,26,16,-4,-30,26,-2,-28,4,40,28,36,-12,-24,-10,-6,0,-34,-4,-2,-4,26,-28,-2,8,30,24,-30,40,22,-26,-4,16,-6,8,12,-46,20,38,18,22,44,28,-18,-34,8,-32,34,-4,-28,-16,-42,42,18,-10,-32,6,-14,-44,-34,12,48,-50,-24,-38,30,44,20,-14,26,8,-40,12,-48,40,50,-2,-18,-32,-6,12,20,30,4,-40,-30,-6,6,-28,46,-48,-18,-32,-30,20,-26,32,46,40,-4,18,34,24,-34,50,4,58,40,-30,20,-28,-42,-12,-38,42,2,30,-24
410,c,4,"[1,0,1,-3143,32586]",0,2,-1,-2,1,2,0,-4,0,8,0,6,8,2,-1,8,-6,0,12,2,14,-12,2,-4,-12,6,-4,-6,8,0,2,6,20,-12,-12,-4,-6,-16,-4,-16,6,18,0,2,-12,-16,18,20,-4,8,6,-10,-12,-24,26,12,-12,-18,-18,8,26,30,-16,0,8,24,8,-24,-16,-22,30,-22,6,-24,8,-10,20,-30,-6,-4,6,-22,36,-34,-24,-22,-16,24,30,8,18,-22,0,24,20,36,-28,42,6,18,32,-34,2,24,-42,42,20,32,18,0,0,14,-4,38,-18,-4,-16,-42,14,0,0,-36,-10,-40,-42,30,-28,30,-10,-36,26,-22,-52,-36,-52,-28,42,14,12,20,-18,6,20,-6,-22,30,50,-12,-46,-42,-28,24,-34,-6,-34,-54,-16,-24,32,-30,32,6,0,-42,38,-12,48,-36,-52,-28,-34,-36,0,-10,36,-58,-4,-42,-40,-6,2,50,-28,12,-16,18,-36,6,38,44,50,36,-34,-42,68,-6,12,54,62,-28,-36,42
1008,d,2,"[0,0,0,-111,-450]",0,2,0,0,-2,1,2,2,-6,4,6,0,4,10,-2,4,4,12,12,6,4,-14,-2,8,-16,6,-18,-14,4,-6,2,16,8,8,12,-16,-12,-24,6,12,4,-6,-10,-14,26,-26,12,0,12,-24,28,10,4,14,-26,12,-26,-18,-10,12,-2,-12,-28,-6,-4,20,-14,-12,-20,14,6,-18,26,-6,32,22,28,-24,8,22,-12,-2,-4,-2,10,10,0,-18,8,22,18,16,4,-36,-8,6,4,16,14,-6,-16,-10,36,-20,-28,4,-4,34,-12,26,18,-22,40,6,-28,-40,-24,-12,44,-20,32,42,-10,-2,-30,30,-40,-48,-6,32,-28,26,44,2,8,-38,30,26,10,-32,-30,-32,-16,-44,-48,26,-46,-36,-10,30,4,-50,-18,-54,20,20,28,-6,-32,-34,34,6,-14,-24,-32,-48,52,-24,-8,22,26,18,-54,22,-30,26,56,-6,-28,-40,-12,-34,32,-24,-10,-6,-34,42,-30,8,10,56,14,34,-52,42,-30,18,-34,-18,22,12
9054,o,1,"[1,-1,1,-138404,19853047]",1,1,1,0,-3,1,-2,-5,3,0,4,3,2,8,9,-8,6,-11,6,1,-3,-8,5,-9,-16,-2,-5,-13,-6,0,-14,-4,-6,16,10,-12,15,-8,-18,-18,16,-20,-9,-26,-23,16,22,21,16,-16,-7,-19,-22,-13,-14,5,-28,24,21,4,12,12,29,-2,-8,0,10,6,-20,32,0,0,-14,25,23,-27,20,-30,-8,-3,34,20,9,-6,-5,15,-30,-40,-15,-10,-15,15,33,-11,-8,36,-36,1,-34,42,-16,8,31,-20,15,-6,-40,2,-26,-39,-36,-43,0,18,-21,24,43,-40,20,24,10,-6,25,-19,41,-39,-8,0,-38,-20,1,8,-41,-8,2,-28,44,-34,-31,42,-12,39,11,39,-26,-16,8,-24,10,18,34,23,-52,18,-20,54,46,-5,-15,-14,-10,30,-1,-18,-28,0,48,-21,-4,-54,57,18,-22,46,30,19,49,-38,-28,17,-52,7,7,-12,-44,34,-42,-6,-36,-21,0,-30,17,-13,48,62,-9,46,-30,3,33,-19
7062,j,1,"[1,0,1,-160711,24784394]",1,2,-1,1,0,-4,1,4,-2,-4,-4,8,10,-6,6,4,0,-14,0,8,-8,6,-6,-10,8,-10,-10,-12,10,-1,10,-6,4,-4,-6,-4,-8,10,-8,-20,-12,-2,8,-12,-2,-2,-12,-8,28,12,12,-16,-14,6,14,4,-14,-30,-24,-2,14,-26,-24,-24,12,10,6,-16,12,18,4,10,18,-24,-14,16,-20,-24,-16,-30,6,-14,-36,-18,30,-2,-2,32,22,-10,-24,36,12,32,22,-12,20,-34,18,-26,20,10,20,-2,-4,-42,44,14,-36,-14,-32,-2,-40,34,26,-20,-30,22,28,-18,-30,-12,-38,-34,-48,36,-20,-42,36,-18,-44,50,-28,10,-14,32,-42,30,20,12,-6,34,-20,10,-18,-44,-16,-20,34,-2,-12,-38,10,30,52,24,32,38,20,-34,26,8,12,18,-34,-12,-18,22,50,-12,-2,32,-16,0,-28,-6,4,-22,52,12,-2,-26,-30,60,58,42,-24,-2,-20,-4,-14,-18,34,-12,-52,-18,-8,-18,-30,54,-30,56
6586,a,1,"[1,1,1,-1289,-20937]",1,1,1,-1,3,-4,2,-2,-1,-1,3,4,-5,1,-8,5,4,-11,4,-2,-4,-6,-1,-6,-12,-1,-3,-12,-13,10,-15,-14,-13,20,-18,12,12,-16,-18,21,16,15,-26,-22,3,-2,0,-10,-12,24,-12,-16,22,-7,-14,24,25,0,19,10,7,30,10,10,-26,32,-16,9,18,20,-18,-16,10,0,-8,-37,9,-7,-12,-24,-18,30,15,40,-9,24,1,-18,3,-26,18,-4,-18,-42,28,-1,-20,0,27,-28,-16,-18,36,12,9,-42,-47,-16,30,36,39,43,18,-43,44,32,12,9,-16,-8,12,-12,-14,13,22,-19,-34,-31,10,-9,17,-39,-9,-25,10,-49,31,1,0,1,-2,-5,24,-18,4,13,28,-35,-56,36,-20,11,24,22,7,35,-6,20,-21,-57,-31,0,28,44,33,44,27,52,43,-22,10,-6,40,9,-16,-28,-32,-62,-6,-4,-14,-49,32,-21,-49,24,60,-4,2,42,40,-15,34,29,-40,-18,0,-5,38,48,2,57
4450,k,1,"[1,1,1,-56528,-4044879]",1,5,1,-1,0,-2,2,-1,3,0,4,-5,-8,-7,2,4,8,4,-15,2,-12,-3,9,-5,-16,1,-7,7,-16,8,-20,4,-12,-8,-2,-20,-15,12,8,4,3,4,20,-13,12,-26,3,25,12,9,18,-5,-1,-10,-8,12,-17,9,-20,7,-12,-18,-16,9,28,-8,-16,8,-28,8,-2,35,-16,10,8,4,-5,24,-15,-22,27,-15,5,22,2,-26,0,24,-30,-32,12,9,-12,-5,8,-43,15,14,0,22,-6,17,23,23,-21,-20,-43,28,18,24,20,22,3,14,38,10,-13,7,34,18,14,0,-33,-31,-27,9,42,-8,35,-30,28,4,-15,-6,32,-22,37,-5,9,33,-42,5,-8,-18,44,-52,55,20,14,-42,45,-46,-2,7,-31,-22,-32,27,30,25,-37,-43,18,44,-2,-18,38,49,-8,-2,10,-36,40,42,-18,-56,10,40,42,-3,29,-10,-52,-28,-36,-2,-6,10,-42,4,10,52,-21,39,-43,-43,-57,34,2,9,-12,64
8784,y,2,"[0,0,0,5829,-935062]",0,1,0,0,3,1,-3,-1,6,4,3,0,4,8,9,4,-6,-12,3,1,-5,0,-7,-5,6,-12,-10,12,-14,18,5,9,-2,6,21,-5,21,19,-10,4,18,6,-12,-10,15,-22,-21,10,28,7,3,-13,0,12,-7,0,-6,-12,-6,16,26,0,22,30,-29,-27,20,30,-23,20,0,2,27,-36,-8,-4,16,33,6,-10,-18,8,12,2,18,26,-8,-24,-27,-4,30,-32,21,0,-44,-24,-5,-42,-30,30,-11,8,-35,12,30,21,-2,-34,-12,-30,33,29,16,2,30,-26,37,-24,40,-21,30,-18,32,2,-42,48,16,-6,-10,-12,-26,11,-29,-33,-32,29,30,-10,-18,-32,-21,21,49,-30,16,-36,-19,-24,35,33,-26,-24,8,-9,55,0,4,-36,-20,-15,23,0,-15,-6,22,30,54,36,-56,-46,20,12,-33,-31,-39,38,43,-33,22,-12,7,-34,-53,33,41,42,0,-18,-61,46,38,15,-64,-24,-8,-9,-33,27,-10,-4,30,-18
6789,a,1,"[1,0,0,-477,-4050]",0,1,-1,1,2,5,1,5,-8,-2,4,0,-1,8,2,4,-12,-6,4,-10,12,13,-1,3,-8,14,-1,11,13,-16,7,13,9,6,9,16,10,-16,10,-21,-23,-6,-3,-12,18,-10,12,-2,-22,13,-23,10,-25,-15,-14,24,0,3,-5,22,18,-21,-10,2,-9,-25,-22,8,-6,31,24,-30,9,19,4,-11,29,-30,9,2,-18,-3,28,20,-34,27,-28,0,6,-2,17,8,-2,-4,13,-28,31,21,27,7,-5,12,-26,-17,0,26,24,28,-24,-48,0,43,12,19,-37,-45,10,-33,4,-12,18,-39,25,6,-32,-30,-20,1,-27,-25,8,-49,-47,40,7,38,0,-30,-38,3,17,-23,-32,-21,-14,-14,-11,-35,21,-8,-48,-1,41,38,52,36,12,6,-16,20,13,-41,-24,-54,16,-20,3,3,44,25,-25,-34,-56,-2,37,-24,-55,-7,20,-21,38,14,36,-8,-34,15,9,24,-56,-17,42,8,43,6,15,0,-21,-49,-10,48,-14,-40
8190,n,4,"[1,-1,0,-328770,22045396]",0,4,-1,0,-1,1,4,1,6,-4,8,10,0,-2,6,12,-8,2,-4,-2,-4,-8,-14,16,4,6,-6,10,-16,-4,6,14,16,-12,-10,4,-6,-24,-2,-4,16,-14,-12,-10,-16,18,10,-16,4,16,20,6,6,0,-6,-4,6,24,-14,0,-26,6,-28,-6,28,-8,-6,18,-28,18,12,30,-2,-24,-8,22,4,8,-30,14,-18,-30,36,-18,-16,-14,32,-4,-2,-6,18,0,20,24,24,-36,28,8,-30,14,4,-10,4,-14,20,38,12,-38,-20,30,-40,10,8,46,22,36,-8,-2,-36,40,-6,-44,-26,-30,-38,36,-20,-6,14,-32,-48,46,12,8,-16,-42,22,42,-6,-4,2,6,-12,-6,40,20,-2,32,-42,-2,-28,48,22,54,-28,8,-20,32,24,-18,58,18,12,54,-56,-20,46,32,32,6,-30,42,4,-2,24,26,40,-34,-12,10,0,-18,-32,-28,-58,38,-48,42,-34,44,10,-24,18,-12,20,-62,-12,-18,2,-2,-18,-40
4928,m,4,"[0,0,0,436,-1808]",1,2,0,0,2,1,1,-2,-2,4,-8,2,-4,-6,6,4,-12,10,-8,-10,-4,-8,-2,-8,-12,10,10,6,-4,-4,2,-14,0,12,10,-4,18,0,-22,-4,-8,-18,-12,-6,24,18,2,-4,20,4,12,26,-30,-16,-18,0,-14,-24,18,-24,2,18,20,14,-20,12,26,18,12,-22,-28,-10,18,0,20,-30,20,-20,26,-22,-30,-18,0,10,-24,-6,-16,-4,18,26,6,-16,-8,-24,-8,-12,-36,0,-14,2,36,-22,-12,-6,4,18,-4,42,-16,6,8,22,-16,26,10,-32,0,-14,24,-28,-14,12,18,10,-42,44,-32,-30,-6,28,-44,22,20,24,32,-22,30,-42,26,36,42,10,52,2,32,-12,26,-12,54,14,32,24,-46,26,36,48,-12,48,-56,-6,14,54,-12,42,32,-48,-30,60,-16,22,-46,10,12,10,48,-14,-28,-30,-44,58,-48,30,40,36,26,-10,-8,42,26,-40,-62,0,-6,44,-4,-38,12,26,-22,-62,54,48
1230,i,1,"[1,0,0,-52706,4467936]",0,2,1,1,-1,-2,2,6,0,-2,8,0,0,-2,1,4,2,-6,12,2,-4,4,2,0,-12,-2,-16,-8,-16,-4,-4,-6,-8,12,4,-8,24,-8,-2,12,10,-14,-18,-16,20,4,-14,8,-14,8,-12,-4,24,24,-2,0,-16,-18,10,0,10,6,4,-18,-20,0,-28,10,-14,-30,-12,6,18,24,36,-10,-4,30,30,-30,-2,-10,-28,4,24,-6,24,4,-2,-28,30,-26,-12,20,28,16,30,-14,-16,-26,4,30,20,-2,8,-30,-2,-32,-32,-12,0,-10,8,22,-22,44,-40,2,8,28,-18,-14,46,36,22,24,46,22,12,-20,-14,22,-16,-32,-36,10,26,-10,-46,20,-30,-38,4,30,-14,48,46,-40,-50,-30,-16,-8,-22,30,24,-38,52,0,24,-34,-8,6,52,-14,42,-18,-8,12,36,-26,2,-46,42,42,12,22,-28,-18,34,62,10,28,28,-36,-62,-42,-24,-58,-6,-60,-50,-52,30,-36,8,-6,60,18,14,38,40,30
